"","ID","Fuel_Type","Station_Na","Street_Add","Intersecti","City","State","ZIP","Status_Cod","Groups_Wit","Expected_D","Access_Day","Cards_Acce","NG_Fill_Ty","NG_PSI","Latitude","Longitude","Date_Last","Updated_At","Owner_Type","Federal_Ag","Federal__1","Open_Date","NG_Vehicle","ID_2"
"72",30618,"CNG","Clean Energy - Canoga Park","7711 Canoga Ave","From 101, exit Topanga Canyon Blvd headed north, right on Saticoy St, and left on Canoga Ave.","Canoga Park","CA",91304,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,34.209938,-118.597508,2017-07-06,"2017-07-06 17:17:35 UTC","P","NA","NA","NA","HD","72"
"73",30619,"CNG","Clean Energy - Los Angeles Sanitation District","23924 Figueroa St","I-110 S, exit Sepulveda, left under the freeway, corner of Sepulveda and Figueroa.","Carson","CA",90745,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,33.807567,-118.284438,2017-07-06,"2017-07-06 17:16:50 UTC","LG","NA","NA","NA","HD","73"
"74",30622,"CNG","Trillium CNG - City of Austin","2400 Business Center Dr","Surrounded by S Industrial Lane on West and Todd Lane on East.  Northside of HWY 71 Todd Lane is called Burleson. Located across from City Waste Services Facility.","Austin","TX",78744,"E","Public - Credit card at all times","NA","24 hours daily; station fuels up to class 12 tractors, but class 9-12 tractors will have to detach the trailer to get in the driveway","M V","Q",3600,30.2130865,-97.7383739,2016-10-04,"2017-12-18 03:28:10 UTC","LG","NA","NA","NA","HD","74"
"75",30623,"CNG","Trillium CNG","550 Milam St","NA","Beaumont","TX",77701,"E","Public - Credit card at all times","NA","7am-8pm daily; Also accepts Pinnacle Fleet","M V","B",0,30.0776518,-94.0963194,2017-04-06,"2017-04-06 14:26:35 UTC","LG","NA","NA","NA","HD","75"
"76",30626,"CNG","Clean Energy - Long Beach Gas and Oil Department","2951 Junipero Ave","From I-405 Northbound, exit Cherry Ave S/Temple Ave, right on Temple Ave, left on Spring St and left on Junipero Ave. From I-405 southbound, exit Cherry Ave N, left on Spring St, then quick right on Junipero Ave, and the station will be on the left.","Long Beach","CA",90755,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy Voyager Wright_Exp","Q",3600,33.810937,-118.163074,2017-05-04,"2017-05-04 13:18:04 UTC","P","NA","NA","NA","HD","76"
"77",30628,"CNG","Clean Energy - Santa Ana - SoCal Gas Base","3210 Maple St","Exit Hwy 55 at MacArthur Blvd and go west to Main St, turn right on Main, right on Columbine, left on Maple, and the station on the left","Santa Ana","CA",92707,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","B",0,33.703906,-117.863732,2017-07-06,"2017-07-06 17:16:56 UTC","P","NA","NA","NA","HD","77"
"78",30629,"CNG","Clean Energy - San Leandro","8515 San Leandro St","From 880 exit Hegenberger Rd, go east to San Leandro St, turn right (south), drive 0.5 mile to the station on the right side","Oakland","CA",94621,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",0,37.746558,-122.188524,2017-07-06,"2017-07-06 17:16:55 UTC","P","NA","NA","NA","HD","78"
"79",30630,"CNG","Clean Energy - Port of Oakland","209 Brush St","From 880 exit Market St, travel toward Harbor terminals, turn left on 5th St, then turn right on Brush St","Oakland","CA",94607,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,37.798995,-122.28338,2017-07-06,"2017-07-06 17:16:54 UTC","P","NA","NA","NA","HD","79"
"80",30832,"CNG","PG&E Merced Service Center","624 W 15th St","From Highway 99 northbound, exit at Martin Luther King, turn right on MLK and left on 5th Street, and the station in the PG&E yard will be on the left. From Highway 99 southbound, exit at R Street, left on R Street, then right on 15th Street to the stati","Merced","CA",95340,"E","Public","NA","24 hours daily; PG&E payment card only. Contact PG&E LNG/CNG at 800-684-4648 x4 for payment card and station information.","NA","Q",0,37.2999099,-120.4867831,2017-06-02,"2017-06-02 16:54:39 UTC","T","NA","NA","NA","HD","80"
"81",32513,"CNG","Kern County Superintendent of Schools","705 S Union Ave","One mile east of the 58 and 99 junction.","Bakersfield","CA",93307,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",0,35.3481149,-119.0029454,2017-02-01,"2017-02-01 20:08:42 UTC","LG","NA","NA","NA","HD","81"
"82",32669,"CNG","City of San Bernardino","187 S Pershing Ave","Corner of Redding and Pershing.","San Bernardino","CA",92408,"E","Public - Credit card at all times","NA","24 hours daily","M V Voyager Wright_Exp","Q",3600,34.0983685,-117.288461,2017-07-06,"2017-07-06 17:26:32 UTC","LG","NA","NA","NA","HD","82"
"83",32831,"CNG","City of Riverside","5961 Acorn St","At the intersection of Acorn and Jurupa.","Riverside","CA",92504,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Diners Club","A D M V Voyager Wright_Exp","Q",3600,33.961278,-117.453964,2017-06-02,"2017-06-02 16:11:55 UTC","LG","NA","NA","NA","HD","83"
"84",33204,"CNG","Questar Gas - LW's Travel Plaza","1674 W 1100 S","Exit 362 off I-15","Perry","UT",84302,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp Comdata","Q",3600,41.485409,-112.057816,2017-06-02,"2017-06-02 16:57:16 UTC","P","NA","NA","NA","HD","84"
"85",33205,"CNG","Questar Gas - RB's Fuel Stop - Phillips 66","527 S 700 W","Exit 316 off I-15","Woods Cross","UT",84087,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp","Q",0,40.88367,-111.899098,2017-06-02,"2017-06-02 16:56:55 UTC","P","NA","NA","NA","HD","85"
"86",33387,"CNG","Rainbow Disposal","17121 Nichols St","Warner Ave and Beach Blvd.","Huntington Beach","CA",92647,"E","Public - Card key after hours","NA","6am-6pm M-F, 6am-4pm Sat; contact station to arrange for card key, heavy-duty vehicles should enter from the south entrance.","M V","Q",3600,33.7131637,-117.995954,2016-06-03,"2017-12-08 00:16:48 UTC","P","NA","NA","NA","HD","86"
"87",33425,"CNG","City of San Fernando","120 N Macneil St","NA","San Fernando","CA",91340,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",0,34.283749,-118.438878,2017-05-04,"2017-05-04 13:15:54 UTC","LG","NA","NA","NA","HD","87"
"88",33533,"CNG","Clean Energy - City of Glendale","1761 Gardena Ave","Adjacent to the Glendale Amtrak/Metrolink Transportation Center.","Glendale","CA",91204,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",0,34.122424,-118.256675,2017-07-06,"2017-07-06 17:16:51 UTC","P","NA","NA","NA","HD","88"
"89",33899,"CNG","Clean Energy - Oklahoma State University","2221 W Lakeview Dr","At Western Ave","Stillwater","OK",74075,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",0,36.144924,-97.086989,2017-08-02,"2017-08-02 18:57:54 UTC","P","NA","NA","NA","HD","89"
"90",34320,"CNG","Valley Vista Services","1037 S Hatcher St","NA","City of Industry","CA",91748,"E","Public - Credit card at all times","NA","24 hours daily","D M V Voyager Wright_Exp","Q",3600,34.003214,-117.923264,2016-05-09,"2017-06-23 22:37:26 UTC","P","NA","NA","NA","HD","90"
"91",34474,"CNG","Clean Energy - La Cienega","1004 S La Cienega Blvd","NA","Los Angeles","CA",90035,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",3600,34.059388,-118.375858,2017-12-05,"2017-12-05 16:26:26 UTC","P","NA","NA","NA","HD","91"
"92",34828,"CNG","OnCue Express #191","4920 N Western Ave","NW 49th at Western Ave, 5 blocks south of I-44.","Oklahoma City","OK",73118,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan Voyager Wright_Exp","Q",3600,35.521076,-97.529838,2017-11-02,"2017-11-02 17:26:56 UTC","P","NA","NA","NA","HD","92"
"93",34832,"CNG","City of Wasco","501 North F St","NA","Wasco","CA",93280,"E","Public - Credit card at all times","NA","24 hours daily; contact station at 661-756-7236 for arrangements; Also accepts card key","M V","Q",3600,35.5968666,-119.333737,2016-06-03,"2017-04-25 21:43:28 UTC","LG","NA","NA","NA","HD","93"
"94",35007,"CNG","ARCO","28662 Camino Capistrano","West of Interstate 5 off of the Avery Parkway exit.","San Juan Capistrano","CA",92675,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager","Q",3600,33.54745,-117.67385,2017-06-02,"2017-06-02 16:14:06 UTC","P","NA","NA","NA","HD","94"
"95",35073,"CNG","Clean Energy - Port of Long Beach","3400 I St","At intersection of W Anaheim St & E I St; LCNG station.","Wilmington","CA",90744,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts MasterCard Fleet card and Visa Fleet card.","D M V CleanEnergy FuelMan Voyager Wright_Exp Comdata FleetOne","Q",3600,33.78311,-118.222,2017-03-03,"2017-03-03 19:46:10 UTC","P","NA","NA","NA","HD","95"
"96",35075,"CNG","City of Porterville","555 N Prospect St","NA","Porterville","CA",93257,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,36.0760996,-119.0447136,2017-05-04,"2017-05-04 13:13:04 UTC","LG","NA","NA","NA","HD","96"
"97",35131,"CNG","Clean Energy - Ontario International Airport","3350 John Bangs Dr","NA","Ontario","CA",91761,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy Voyager Wright_Exp","Q",0,34.0610264,-117.5788749,2017-07-06,"2017-07-06 17:16:55 UTC","P","NA","NA","NA","HD","97"
"98",35138,"CNG","City of Corpus Christi Gas Department","2525 Hygeia St","Located at city service center","Corpus Christi","TX",78415,"E","Public - Card key at all times","NA","24 hours daily; contact Corpus Christi Gas Department for card key","Proprietor","B",3600,27.7301673,-97.4263829,2017-08-02,"2017-08-02 19:05:57 UTC","LG","NA","NA","NA","HD","98"
"99",35385,"CNG","Questar Gas - Chevron","40 N 6300 W","Exit 16 / I-15","Hurricane","UT",84737,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp Comdata","Q",3600,37.161753,-113.435394,2017-06-02,"2017-06-02 16:57:02 UTC","P","NA","NA","NA","HD","99"
"100",35418,"CNG","Total Express","16401 N Rockwell Ave","NW 164th and Rockwell Ave, Suite 100.","Edmond","OK",73013,"E","Public - Credit card after hours","NA","5:30am-10pm M-Sat, 7am-10pm Sun","M V Cash Checks","Q",3600,35.6370168,-97.6386481,2017-10-03,"2017-10-03 16:22:32 UTC","P","NA","NA","NA","HD","100"
"101",35419,"CNG","Ada Travel Stop West","201 Latta Rd","NA","Ada","OK",74820,"E","Public","NA","24 hours daily","M V Cash Checks Voyager Wright_Exp","Q",0,34.773152,-96.697489,2017-10-03,"2017-10-03 16:31:42 UTC","LG","NA","NA","NA","HD","101"
"102",35598,"CNG","Orange County Public Works","2023 W Collins Ave","At intersection of Collins and Eckhoff.","Orange","CA",92867,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,33.802423,-117.874504,2017-07-06,"2017-07-06 17:22:29 UTC","LG","NA","NA","NA","HD","102"
"103",35699,"CNG","Semi-Service","4285 W 1385 S","NA","Salt Lake City","UT",84104,"E","Public - Credit card at all times","NA","24 hours daily","A D M V GasCard Wright_Exp","Q",0,40.740582,-111.992138,2017-08-02,"2017-08-02 19:02:38 UTC","P","NA","NA","NA","HD","103"
"104",35787,"CNG","Christensen Oil - Sinclair","334 E Riverside Dr","I-15, exit 6 (Bluff Street Exit). After exiting freeway, turn east on E Riverside Rd. Go 0.3 miles. Station is on the right (south) side of road. CNG pump is to the east of the gas/diesel pumps, toward the motel","St. George","UT",84790,"E","Public - Credit card at all times","NA","24 hours daily","A D M V GasCard Wright_Exp","Q",0,37.0815864,-113.5767967,2017-06-02,"2017-06-02 16:58:09 UTC","T","NA","NA","NA","HD","104"
"105",35907,"CNG","Naples Phillips 66","1521 S 1500 E","NA","Naples","UT",84078,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp","Q",0,40.433406,-109.499508,2017-06-02,"2017-06-02 16:13:13 UTC","P","NA","NA","NA","HD","105"
"106",35936,"CNG","Questar Gas - Flying J Travel Plaza","1172 W 2100 S","I-15, exit 343","Ogden","UT",84401,"E","Public - Credit card at all times","NA","24 hours daily","M V Wright_Exp Comdata","Q",0,41.229309,-112.00741,2017-06-02,"2017-06-02 16:57:02 UTC","T","NA","NA","NA","HD","106"
"107",36293,"CNG","X3Energy","1607 2nd Ave","US-85 Bypass","Greeley","CO",80631,"E","Public - Credit card at all times","NA","24 hours daily","A M V Proprietor Voyager Wright_Exp","Q",3600,40.4127142,-104.680349,2016-11-02,"2017-12-07 23:12:38 UTC","P","NA","NA","NA","HD","107"
"108",36294,"CNG","X3Energy","7984 US Highway 85","Weld County Rd 18","Fort Lupton","CO",80621,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Proprietor Wright_Exp","Q",3600,40.115734,-104.810609,2016-09-02,"2017-12-07 23:12:33 UTC","P","NA","NA","NA","HD","108"
"109",36295,"CNG","X3Energy","103 Hill St","Station is located at US-34","Kersey","CO",80644,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Proprietor Wright_Exp","Q",3600,40.392048,-104.564368,2016-09-02,"2017-12-07 23:12:42 UTC","P","NA","NA","NA","HD","109"
"110",36312,"CNG","Questar Gas - Flying J Travel Plaza - Scipio","810 N 800 W","Exit 88 off I-15","Scipio","UT",84656,"E","Public - Credit card at all times","NA","24 hours daily","M V Comdata GasCard Wright_Exp","Q",0,39.255065,-112.116282,2017-11-02,"2017-11-02 17:36:17 UTC","P","NA","NA","NA","HD","110"
"111",36549,"CNG","City of Bossier City","2580 E Texas St","NA","Bossier City","LA",71111,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan GasCard Voyager Wright_Exp","Q",3600,32.527856,-93.714648,2017-04-06,"2017-04-06 14:17:16 UTC","LG","NA","NA","NA","HD","111"
"112",36586,"CNG","Arkansas Oklahoma Gas Corp","4419 Main St","NA","Arkoma","OK",74901,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan Wright_Exp Comdata","Q",3600,35.354716,-94.435278,2017-04-06,"2017-04-06 14:32:15 UTC","T","NA","NA","NA","HD","112"
"113",36590,"CNG","OnCue Express #352","1407 SE 4th St","NA","Lindsay","OK",73052,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan Voyager Wright_Exp","Q",3600,34.8238003,-97.5983632,2017-11-02,"2017-11-02 17:32:11 UTC","P","NA","NA","NA","HD","113"
"114",36591,"CNG","OnCue Express #100 - C-Store","5900 W Reno Ave","Reno at MacArthur Ave.","Oklahoma City","OK",73127,"E","Public","NA","24 hours daily; station can accommodate heavy-duty vehicles, however some maneuvering might be necessary","M V Cash FuelMan Voyager Wright_Exp","Q",3600,35.4637587,-97.6197371,2017-11-02,"2017-11-02 17:24:52 UTC","P","NA","NA","NA","HD","114"
"115",36592,"CNG","OnCue Express #101 - C-Store","1 NW 23rd St","NW 23rd St at Santa Fe.","Oklahoma City","OK",73103,"E","Public","NA","24 hours daily","M V Cash FuelMan Voyager Wright_Exp","Q",3600,35.493244,-97.511613,2017-11-02,"2017-11-02 17:26:55 UTC","P","NA","NA","NA","HD","115"
"116",36773,"CNG","Blue Energy Fuels - City of Owasso","101 S Main St","Corner of S Main and E 1st Ave","Owasso","OK",74055,"E","Public - Credit card at all times","NA","24 hours daily","D M V FuelMan Voyager Wright_Exp","Q",3600,36.264896,-95.854698,2017-09-06,"2017-09-06 15:23:47 UTC","P","NA","NA","NA","HD","116"
"117",36775,"CNG","City of Grand Junction","2553 Riverside Pkwy","Riverside Pkwy and Broadway","Grand Junction","CO",81501,"E","Public - Credit card at all times","NA","24 hours daily; contact station to set up account","M V GasCard","Q",3600,39.0749868,-108.583666,2017-11-02,"2017-11-02 17:31:16 UTC","LG","NA","NA","NA","HD","117"
"118",36776,"CNG","City of Bossier City","4520 Barksdale Blvd","NA","Bossier City","LA",71112,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan GasCard Voyager Wright_Exp","Q",3600,32.4717595,-93.6727339,2017-04-06,"2017-04-06 14:33:51 UTC","LG","NA","NA","NA","HD","118"
"119",36778,"CNG","City of Socorro","3000 Old US Highway 85","NA","Socorro","NM",87801,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",3000,34.0480069,-106.8942339,2017-10-03,"2017-10-03 16:35:14 UTC","LG","NA","NA","NA","HD","119"
"120",37622,"CNG","Blu LNG - Flying J Travel Plaza","850 W 2100 S","LCNG Facility. I-15 and Highway 201","Salt Lake City","UT",84104,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata CFN EFS FuelMan Tchek TCH Voyager Wright_Exp","Q",0,40.725596,-111.915378,2017-08-02,"2017-08-02 19:02:26 UTC","P","NA","NA","NA","HD","120"
"121",38055,"CNG","Washington City Fleet Facility","1305 Washington Dam Rd","NA","Washington City","UT",84780,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",3600,37.110952,-113.486891,2017-06-02,"2017-06-02 16:56:53 UTC","LG","NA","NA","NA","HD","121"
"122",38487,"CNG","Clean Energy - Dillon Transport","4600 Irving Blvd","LCNG station","Dallas","TX",75247,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","A D M V CleanEnergy Comdata EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",0,32.808154,-96.89658,2017-08-02,"2017-08-02 18:48:58 UTC","P","NA","NA","NA","HD","122"
"123",38654,"CNG","American Natural Gas","16038 Highway 65 S","Arkansas Route 124","Damascus","AR",72039,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,35.382203,-92.389994,2016-09-02,"2017-10-25 19:35:36 UTC","P","NA","NA","NA","HD","123"
"124",39185,"CNG","X3Energy","11099 E I-25 Frontage Rd","SH-119","Firestone","CO",80504,"E","Public - Credit card at all times","NA","24 hours daily","A M V Proprietor Voyager Wright_Exp","Q",3600,40.161947,-104.9766858,2016-11-02,"2017-12-07 23:12:37 UTC","P","NA","NA","NA","HD","124"
"125",39194,"CNG","Clean Energy - Hertz - Los Angeles International Airport","9601 Aviation Blvd","Adjacent to Los Angeles International Airport","Los Angeles","CA",90045,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy Voyager Wright_Exp","B",3600,33.949874,-118.377742,2017-07-06,"2017-07-06 17:16:53 UTC","P","NA","NA","NA","HD","125"
"126",39196,"CNG","Clean Energy - Riverside County Waste Management","1810 Agua Mansa Rd","LCNG station","Riverside","CA",92509,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",0,34.023179,-117.3806932,2017-07-06,"2017-07-06 17:28:17 UTC","LG","NA","NA","NA","HD","126"
"127",40319,"CNG","Questar Gas - Weber State University","4760 Old Post Rd","Harrison Blvd.","Ogden","UT",84403,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp","Q",0,41.176663,-111.947811,2017-06-02,"2017-06-02 16:58:07 UTC","P","NA","NA","NA","HD","127"
"128",40851,"CNG","Clean Energy - City of Torrance","20450 Madrona Ave","NA","Torrance","CA",90503,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",3600,33.845681,-118.344675,2017-07-06,"2017-07-06 17:16:57 UTC","LG","NA","NA","NA","HD","128"
"129",40876,"CNG","Clean N' Green","1719 S Santa Fe St","NA","Santa Ana","CA",92705,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","B",3600,33.724593,-117.853387,2017-07-06,"2017-07-06 17:25:13 UTC","P","NA","NA","NA","HD","129"
"130",40878,"CNG","Northeast Oklahoma Public Facilities Authority - Tahlequah","853 N Woodard Ave","At Woodard and Airport Pkwy. Northeast Oklahoma Public Facilities Authority","Tahlequah","OK",74464,"E","Public - Credit card at all times","NA","24 hours daily","D M V FuelMan Voyager Wright_Exp","Q",3600,35.92304,-95.001973,2017-10-03,"2017-10-03 16:30:04 UTC","SG","NA","NA","NA","HD","130"
"131",41084,"CNG","Questar Gas - Mountainland One Stop","1175 S Main St","NA","Heber City","UT",84032,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp","Q",0,40.49288,-111.413214,2017-06-02,"2017-06-02 16:58:06 UTC","P","NA","NA","NA","HD","131"
"132",41171,"CNG","Clean Energy - City of Elk Grove eTran","9050 Elkmont Way","NA","Elk Grove","CA",95624,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",3600,38.38192,-121.364657,2017-07-06,"2017-07-06 17:27:41 UTC","LG","NA","NA","NA","HD","132"
"133",41172,"CNG","Clean Energy - Los Angeles County Sanitation District","2800 Workman Mill Rd","LCNG station","Whittier","CA",90601,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,34.027305,-118.030167,2017-07-06,"2017-07-06 17:27:46 UTC","LG","NA","NA","NA","HD","133"
"134",41449,"CNG","Chevron - Shop A Lott #3","796 Washington Ave","US Highway 84 and US Highway 171","Mansfield","LA",71052,"E","Public","NA","24 hours daily","Cash A D M V FuelMan GasCard Voyager Wright_Exp Comdata EFS FleetOne Tchek TCH","Q",3600,32.0283517,-93.7156072,2017-03-03,"2017-03-03 19:54:03 UTC","P","NA","NA","NA","HD","134"
"135",41450,"CNG","Chevron - Leebo's #9","6016 Old Boyce Hwy","Exit 90, I-49","Alexandria","LA",71303,"E","Public - Credit card after hours","NA","6am-12am daily","Cash A D M V FuelMan GasCard Voyager Wright_Exp Comdata EFS FleetOne Tchek TCH","Q",3600,31.3451124,-92.5192968,2017-03-03,"2017-03-03 18:55:51 UTC","P","NA","NA","NA","HD","135"
"136",42094,"CNG","Conoco Outpost Convenience Store","17699 S Muskogee Ave","NA","Tahlequah","OK",74464,"E","Public - Credit card at all times","NA","24 hours daily; contact station to confirm vehicle accessibility","A D M V","Q",3600,35.8533945,-94.9903165,2017-10-03,"2017-10-03 16:25:42 UTC","P","NA","NA","NA","HD","136"
"137",42473,"CNG","Clean Energy - Chula Vista","1800 Maxwell Rd","NA","Chula Vista","CA",91911,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy Voyager Wright_Exp","Q",3600,32.5968125,-117.0201572,2017-03-03,"2017-03-03 18:33:04 UTC","LG","NA","NA","NA","HD","137"
"138",42584,"CNG","TruStar Energy - Lafayette","515 E Verot School Rd","NA","Lafayette","LA",70508,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,30.1803064,-91.9970849,2017-03-03,"2017-03-03 18:44:58 UTC","P","NA","NA","NA","HD","138"
"139",42585,"CNG","Clean Energy - Louis Armstrong New Orleans International Airport","1017 Airline Dr","NA","Kenner","LA",70062,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; station can accommodate heavy-duty vehicles up to tractor-trailers","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,29.983445,-90.262962,2017-07-06,"2017-07-06 17:17:34 UTC","P","NA","NA","NA","HD","139"
"140",42586,"CNG","Shreveport Trash Trucks","1731 Kings Hwy","At Linwood Ave","Shreveport","LA",71103,"E","Public - Credit card at all times","NA","24 hours daily; unattended station - phone is attended 8am-5pm M-F","A D M V FuelMan","Q",3600,32.481759,-93.76607,2016-03-07,"2017-12-01 16:53:29 UTC","P","NA","NA","NA","HD","140"
"141",42587,"CNG","Time-it-Lube","6828 Pines Rd","NA","Shreveport","LA",71129,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,32.4447603,-93.8628888,2017-07-06,"2017-07-06 17:20:10 UTC","P","NA","NA","NA","HD","141"
"142",42591,"CNG","OnCue Express #107","5500 SE 29th St","SW corner of SE 29th and Sooner Rd.","Del City","OK",73115,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan Voyager Wright_Exp","Q",3600,35.4346492,-97.424734,2017-11-02,"2017-11-02 17:28:40 UTC","P","NA","NA","NA","HD","142"
"143",42594,"CNG","OnCue Express #314 - C-Store","1402 S Perkins Rd","8 blocks S of Hwy 51 & Perkins Rd intersection.","Stillwater","OK",74074,"E","Public","NA","24 hours daily","M V Cash FuelMan Voyager Wright_Exp","Q",3600,36.106655,-97.051359,2017-11-02,"2017-11-02 17:29:11 UTC","P","NA","NA","NA","HD","143"
"144",42600,"CNG","Questar Gas - Kaysville","80 N 600 W","Exit 328 off I-15","Kaysville","UT",84037,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp","Q",0,41.044716,-111.940683,2017-06-02,"2017-06-02 16:57:03 UTC","T","NA","NA","NA","HD","144"
"145",42607,"CNG","Canyons School District","200 E 9300 S","NA","Sandy","UT",84070,"E","Public - Credit card at all times","NA","8am-5pm M-F","M V","B",0,40.583055,-111.883628,2017-12-05,"2017-12-05 16:39:56 UTC","SG","NA","NA","NA","HD","145"
"146",43353,"CNG","ASAP General Store 101","1501 N Airport Rd","I-40, Exit 84.","Weatherford","OK",73096,"E","Public","NA","24 hours daily","A D M V Cash Checks Comdata EFS FleetOne FuelMan GasCard Tchek TCH Voyager Wright_Exp","Q",3600,35.539227,-98.658696,2017-07-06,"2017-07-06 17:29:05 UTC","P","NA","NA","NA","HD","146"
"147",43651,"CNG","City of Norman","2351 Goddard Ave","Just off of Rock Creek Rd","Norman","OK",73069,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FleetOne FuelMan GasCard Voyager Wright_Exp","B",0,35.246922,-97.461247,2017-10-03,"2017-10-03 16:25:51 UTC","LG","NA","NA","NA","HD","147"
"148",43670,"CNG","Clean N' Green","2749 N Loop 336 E","NA","Conroe","TX",77301,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","Q",3600,30.3318846,-95.4085162,2017-07-06,"2017-07-06 17:25:56 UTC","P","NA","NA","NA","HD","148"
"149",43686,"CNG","Clean N' Green","8652 S 4000 W","NA","West Jordan","UT",84088,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","Q",3600,40.5941438,-111.9883044,2017-07-06,"2017-07-06 17:21:56 UTC","P","NA","NA","NA","HD","149"
"150",43723,"CNG","Clean N' Green","4040 S 80th St","NA","Mesa","AZ",85212,"E","Public - Credit card at all times","NA","24 hours daily; semis with a 63 foot long trailer would be a very tight fit; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","Q",3600,33.341244,-111.66178,2017-07-06,"2017-07-06 17:28:32 UTC","P","NA","NA","NA","HD","150"
